Small Mol HMS LINCS ID	SM Name	Alternative Names	LINCS ID	PubChem CID	Datarecord ID	HMS Dataset ID	Salt ID	ChEMBL ID	ChEBI ID	InChi	InChi Key	SMILES	Molecular Mass	Molecular Formula
HMSL10094-101	XMD8-92		LSM-1094	46843772	97	10094	101	None	None	InChI=1S/C26H30N6O3/c1-4-35-23-15-17(32-13-11-18(33)12-14-32)9-10-20(23)28-26-27-16-22-24(29-26)30(2)21-8-6-5-7-19(21)25(34)31(22)3/h5-10,15-16,18,33H,4,11-14H2,1-3H3,(H,27,28,29)	QAPAJIZPZGWAND-UHFFFAOYSA-N	O=C1N(C)C2=C(N=C(NC3=C(OCC)C=C(N4CCC(O)CC4)C=C3)N=C2)N(C)C5=CC=CC=C51	474.24	C26H30N6O3
HMSL10095-101	ZG-10		LSM-1095	None	98	10095	101	None	None	InChI=1S/C28H27N7O2/c1-35(2)17-5-9-26(36)31-22-12-10-20(11-13-22)27(37)32-23-7-3-8-24(18-23)33-28-30-16-14-25(34-28)21-6-4-15-29-19-21/h3-16,18-19H,17H2,1-2H3,(H,31,36)(H,32,37)(H,30,33,34)/b9-5+	VZEONOGFXYTZGT-WEVVVXLNSA-N	O=C(C1=CC=C(NC(/C=C/CN(C)C)=O)C=C1)NC2=CC(NC3=NC(C4=CC=CN=C4)=CC=N3)=CC=C2	493.22	C28H27N7O2
HMSL10096-101	ZM-447439		LSM-1096	9914412	99	10096	101	None	None	InChI=1S/C29H31N5O4/c1-36-26-18-24-25(19-27(26)38-15-5-12-34-13-16-37-17-14-34)30-20-31-28(24)32-22-8-10-23(11-9-22)33-29(35)21-6-3-2-4-7-21/h2-4,6-11,18-20H,5,12-17H2,1H3,(H,33,35)(H,30,31,32)	OGNYUTNQZVRGMN-UHFFFAOYSA-N	O=C(NC1=CC=C(NC2=C3C=C(OC)C(OCCCN4CCOCC4)=CC3=NC=N2)C=C1)C5=CC=CC=C5	513.24	C29H31N5O4
HMSL10097-101	OSI-774	Erlotinib	LSM-1097	176870	100	10097	101	553	None	InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)	AAKJLRGGTJKAMG-UHFFFAOYSA-N	C#CC1=CC=CC(NC2=NC=NC3=CC(OCCOC)=C(OCCOC)C=C32)=C1	393.17	C22H23N3O4
HMSL10098-101	ZD1839	Gefitinib	LSM-1098	123631	101	10098	101	None	None	InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)	XGALLCVXEZPNRQ-UHFFFAOYSA-N	FC(C=C1)=C(Cl)C=C1NC2=NC=NC3=CC(OC)=C(OCCCN4CCOCC4)C=C32	446.15	C22H24ClFN4O3
HMSL10099-101	AMN-107	Nilotinib	LSM-1099	644241	102	10099	101	255863	None	InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)	HHZIURLSWUIHRB-UHFFFAOYSA-N	CC1=C(NC2=NC(C3=CC=CN=C3)=CC=N2)C=C(C(NC4=CC(N5C=C(C)N=C5)=CC(C(F)(F)F)=C4)=O)C=C1	529.18	C28H22F3N7O
HMSL10100-101	JNK-9L	KIN001-204	LSM-1100	59588070	103	10100	101	None	None	InChI=1S/C28H23N9O/c29-17-20-14-22(16-25(15-20)36-10-12-38-13-11-36)26-7-9-31-28(34-26)33-23-3-5-24(6-4-23)37-19-32-27(35-37)21-2-1-8-30-18-21/h1-9,14-16,18-19H,10-13H2,(H,31,33,34)	VCUNSUCAAIMDKU-UHFFFAOYSA-N	N#CC1=CC(N2CCOCC2)=CC(C3=NC(NC4=CC=C(N5N=C(C6=CN=CC=C6)N=C5)C=C4)=NC=C3)=C1	501.20	C28H23N9O
HMSL10101-101	PD0325901	PD-325901	LSM-1101	9826528	104	10101	101	None	None	InChI=1S/C16H14F3IN2O4/c17-11-3-2-10(16(25)22-26-7-9(24)6-23)15(14(11)19)21-13-4-1-8(20)5-12(13)18/h1-5,9,21,23-24H,6-7H2,(H,22,25)/t9-/m1/s1	SUDAHWBOROXANE-SECBINFHSA-N	FC1=C(F)C=CC(C(NOC[C@H](O)CO)=O)=C1NC2=CC=C(I)C=C2F	482.00	C16H14F3IN2O4
HMSL10102-101	Taxol	Paclitaxel	LSM-1102	441276	105	10102	101	48	None	InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38?,40-,45+,46-,47+/m0/s1	RCINICONZNJXQF-VAZQATRQSA-N	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(=C1C2(C)C)C	853.33	C47H51NO14
HMSL10103-101	Staurosporine	AM-2282;STS	LSM-1103	44259	106	10103	101	388978	None	InChI=1S/C28H26N4O3/c1-28-26(34-3)17(29-2)12-20(35-28)31-18-10-6-4-8-14(18)22-23-16(13-30-27(23)33)21-15-9-5-7-11-19(15)32(28)25(21)24(22)31/h4-11,17,20,26,29H,12-13H2,1-3H3,(H,30,33)/t17-,20-,26-,28+/m1/s1	HKSZLNNOFSGOKW-FYTWVXJKSA-N	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13	466.20	C28H26N4O3
HMSL10104-101	RO-3306		LSM-1104	None	107	10104	101	393929	None	InChI=1S/C18H13N3OS2/c22-17-16(24-18(21-17)20-11-14-4-2-8-23-14)10-12-5-6-15-13(9-12)3-1-7-19-15/h1-10H,11H2,(H,20,21,22)/b16-10-	XOLMRFUGOINFDQ-YBEGLDIGSA-N	c1cc(cc(\C=C(\C(=O)N=C2NCc3sccc3)/S2)cc4)c4nc1	351.05	C18H13N3OS2
HMSL10105-101	MPS-1-IN-1	HG-5-125-01	LSM-1105	25195352	108	10105	101	1235786	None	InChI=1S/C28H33N5O4S/c1-18(2)38(35,36)26-7-5-4-6-23(26)30-24-17-27(32-28-21(24)10-13-29-28)31-22-9-8-19(16-25(22)37-3)33-14-11-20(34)12-15-33/h4-10,13,16-18,20,34H,11-12,14-15H2,1-3H3,(H3,29,30,31,32)	NMJMRSQTDLRCRQ-UHFFFAOYSA-N	COC(C=C(N1CCC(O)CC1)C=C2)=C2NC3=CC(NC4=C(S(C(C)C)(=O)=O)C=CC=C4)=C5C(NC=C5)=N3	535.23	C28H33N5O4S
HMSL10106-101	XMD-12		LSM-1106	54592204	109	10106	101	None	None	InChI=1S/C24H26N6O2/c1-28-20-6-4-3-5-19(20)23(32)29(2)21-15-25-24(27-22(21)28)26-16-7-9-17(10-8-16)30-13-11-18(31)12-14-30/h3-10,15,18,31H,11-14H2,1-2H3,(H,25,26,27)	DFQAJLQXPSPNJE-UHFFFAOYSA-N	OC(CC1)CCN1C(C=C2)=CC=C2NC3=NC=C4C(N(C)C(C=CC=C5)=C5C(N4C)=O)=N3	430.21	C24H26N6O2
HMSL10107-101	MG-132		LSM-1107	462382	110	10107	101	64925	None	InChI=1S/C26H41N3O5/c1-17(2)12-21(15-30)27-24(31)22(13-18(3)4)28-25(32)23(14-19(5)6)29-26(33)34-16-20-10-8-7-9-11-20/h7-11,15,17-19,21-23H,12-14,16H2,1-6H3,(H,27,31)(H,28,32)(H,29,33)/t21-,22-,23-/m0/s1	TZYWCYJVHRLUCT-VABKMULXSA-N	O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C	475.30	C26H41N3O5
HMSL10108-101	Geldanamycin		LSM-1108	644250	111	10108	101	278315	None	InChI=1S/C29H40N2O9/c1-15-11-19-25(34)20(14-21(32)27(19)39-7)31-28(35)16(2)9-8-10-22(37-5)26(40-29(30)36)18(4)13-17(3)24(33)23(12-15)38-6/h8-10,13-15,17,22-24,26,33H,11-12H2,1-7H3,(H2,30,36)(H,31,35)/b10-8-,16-9+,18-13+/t15-,17+,22+,23+,24-,26+/m1/s1	QTQAWLPCGQOSGP-KSRBKZBZSA-N	NC(=O)O[C@H]1C(/C)=C/[C@H](C)[C@@H](O)[C@@H](OC)C[C@H](C)C\C2=C(/OC)C(=O)\C=C(\NC(=O)C(\C)=C\C=C/[C@@H]1OC)C2=O	560.27	C29H40N2O9
HMSL10109-101	YM 201636	Kin001-170	LSM-1109	9956222	112	10109	101	None	None	InChI=1S/C25H21N7O3/c26-19-7-6-16(14-28-19)24(33)29-17-4-1-3-15(13-17)22-30-20-18-5-2-8-27-25(18)35-21(20)23(31-22)32-9-11-34-12-10-32/h1-8,13-14H,9-12H2,(H2,26,28)(H,29,33)	YBPIBGNBHHGLEB-UHFFFAOYSA-N	O=C(C1=CC=C(N)N=C1)NC2=CC(C3=NC4=C(OC5=C4C=CC=N5)C(N6CCOCC6)=N3)=CC=C2	467.17	C25H21N7O3
HMSL10110-101	FR180204	KIN001-230	LSM-1110	11493598	113	10110	101	None	None	InChI=1S/C18H13N7/c19-17-12-10-13(20-22-18(12)23-21-17)15-14-8-4-5-9-25(14)24-16(15)11-6-2-1-3-7-11/h1-10H,(H3,19,21,22,23)	XVECMUKVOMUNLE-UHFFFAOYSA-N	NC1=NNC2=NN=C(C3=C4C=CC=CN4N=C3C5=CC=CC=C5)C=C21	327.12	C18H13N7
HMSL10111-101	TWS119		LSM-1111	9549289	114	10111	101	None	None	InChI=1S/C18H14N4O2/c19-12-4-1-3-11(7-12)16-9-15-17(22-16)20-10-21-18(15)24-14-6-2-5-13(23)8-14/h1-10,23H,19H2,(H,20,21,22)	VPVLEBIVXZSOMQ-UHFFFAOYSA-N	C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O	318.11	C18H14N4O2
HMSL10112-101	PF477736		LSM-1112	16750408	115	10112	101	None	None	InChI=1S/C22H25N7O2/c1-29-11-13(9-25-29)20-16-10-24-28-21(30)15-7-14(8-17(27-20)18(15)16)26-22(31)19(23)12-5-3-2-4-6-12/h7-12,19,27H,2-6,23H2,1H3,(H,26,31)(H,28,30)/t19-/m1/s1	NDEXUOWTGYUVGA-LJQANCHMSA-N	O=C(NC1=CC2=C(C3=C1)C(C=NNC3=O)=C(C4=CN(C)N=C4)N2)[C@H](N)C5CCCCC5	419.21	C22H25N7O2
HMSL10113-101	Kin237	Kin001-237;c-Met/Ron dual kinase inhibitor	LSM-1113	16757524	116	10113	101	None	None	InChI=1S/C31H29FN4O5/c1-19-28(30(38)36(21-8-6-5-7-9-21)35(19)18-31(2,3)39)29(37)34-20-10-13-27(24(32)16-20)41-26-14-15-33-25-17-22(40-4)11-12-23(25)26/h5-17,39H,18H2,1-4H3,(H,34,37)	UYMSIPINLJNNOU-UHFFFAOYSA-N	FC1=CC(NC(C2=C(C)N(CC(C)(O)C)N(C3=CC=CC=C3)C2=O)=O)=CC=C1OC4=CC=NC5=C4C=CC(OC)=C5	556.21	C31H29FN4O5
HMSL10114-101	GW786034	Pazopanib	LSM-1114	10113978	118	10114	101	None	None	InChI=1S/C21H23N7O2S/c1-13-5-6-15(11-19(13)31(22,29)30)24-21-23-10-9-20(25-21)27(3)16-7-8-17-14(2)28(4)26-18(17)12-16/h5-12H,1-4H3,(H2,22,29,30)(H,23,24,25)	CUIHSIWYWATEQL-UHFFFAOYSA-N	O=S(=O)(N)c1c(ccc(c1)Nc2nccc(n2)N(c4ccc3c(nn(c3C)C)c4)C)C	437.16	C21H23N7O2S
HMSL10114-102	GW786034	Pazopanib hydrochloride	LSM-1114	10113978	117	10114	102	None	None	InChI=1S/C21H23N7O2S.ClH/c1-13-5-6-15(11-19(13)31(22,29)30)24-21-23-10-9-20(25-21)27(3)16-7-8-17-14(2)28(4)26-18(17)12-16;/h5-12H,1-4H3,(H2,22,29,30)(H,23,24,25);1H	MQHIQUBXFFAOMK-UHFFFAOYSA-N	O=S(C1=CC(NC2=NC=CC(N(C)C3=CC4=NN(C(C)=C4C=C3)C)=N2)=CC=C1C)(N)=O.Cl	473.14	C21H24ClN7O2S
HMSL10115-102	LDN-193189	DM 3189	LSM-1115	25195294	119	10115	102	None	None	InChI=1S/C25H22N6.ClH/c1-2-4-24-22(3-1)21(9-10-27-24)23-16-29-31-17-19(15-28-25(23)31)18-5-7-20(8-6-18)30-13-11-26-12-14-30;/h1-10,15-17,26H,11-14H2;1H	PCCDKTWDGDFRME-UHFFFAOYSA-N	N1(C2=CC=C(C3=CN4C(N=C3)=C(C5=CC=NC6=CC=CC=C56)C=N4)C=C2)CCNCC1.Cl	442.17	C25H23ClN6
HMSL10116-101	PF431396		LSM-1116	11598628	120	10116	101	None	None	InChI=1S/C22H21F3N6O3S/c1-31(35(2,33)34)18-6-4-3-5-13(18)11-26-20-16(22(23,24)25)12-27-21(30-20)28-15-7-8-17-14(9-15)10-19(32)29-17/h3-9,12H,10-11H2,1-2H3,(H,29,32)(H2,26,27,28,30)	POJZIZBONPAWIV-UHFFFAOYSA-N	CN(C1=CC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C	506.13	C22H21F3N6O3S
HMSL10117-101	Celastrol		LSM-1117	5315765	121	10117	101	None	None	InChI=1S/C29H38O4/c1-17-18-7-8-21-27(4,19(18)15-20(30)23(17)31)12-14-29(6)22-16-26(3,24(32)33)10-9-25(22,2)11-13-28(21,29)5/h7-8,15,22,31H,9-14,16H2,1-6H3,(H,32,33)/t22-,25-,26-,27+,28-,29?/m1/s1	KQJSQWZMSAGSHN-NPIVXRNBSA-N	O=C1C=C2C(C(C)=C1O)=CC=C3[C@]2(CCC4([C@@H]5C[C@@](CC[C@@]5(CC[C@]34C)C)([C@@](O)=O)C)C)C	450.28	C29H38O4
HMSL10118-101	MP470	Amuvatinib	LSM-1118	11282283	122	10118	101	None	None	InChI=1S/C23H21N5O3S/c32-23(24-12-15-5-6-18-19(11-15)30-14-29-18)28-9-7-27(8-10-28)22-21-20(25-13-26-22)16-3-1-2-4-17(16)31-21/h1-6,11,13H,7-10,12,14H2,(H,24,32)	FOFDIMHVKGYHRU-UHFFFAOYSA-N	S=C(NCC1=CC=C2OCOC2=C1)N3CCN(CC3)C4=C5OC6=CC=CC=C6C5=NC=N4	447.14	C23H21N5O3S
HMSL10119-101	SU11274	PKI-SU11274	LSM-1119	53396327	123	10119	101	None	None	InChI=1S/C28H30ClN5O4S/c1-17-25(30-18(2)26(17)28(36)34-12-10-32(3)11-13-34)16-23-22-15-21(8-9-24(22)31-27(23)35)39(37,38)33(4)20-7-5-6-19(29)14-20/h5-9,14-16,30H,10-13H2,1-4H3,(H,31,35)/b23-16+	FPYJSJDOHRDAMT-XQNSMLJCSA-N	O=S(C1=CC2=C(NC(/C2=C/C3=C(C)C(C(N4CCN(C)CC4)=O)=C(C)N3)=O)C=C1)(N(C5=CC=CC(Cl)=C5)C)=O	567.17	C28H30ClN5O4S
HMSL10120-102	CI-1033	Canertinib;PD-183805	LSM-1120	156414	124	10120	102	None	None	InChI=1S/C24H25ClFN5O3.2ClH/c1-2-23(32)30-21-13-17-20(14-22(21)34-9-3-6-31-7-10-33-11-8-31)27-15-28-24(17)29-16-4-5-19(26)18(25)12-16;;/h2,4-5,12-15H,1,3,6-11H2,(H,30,32)(H,27,28,29);2*1H	JZZFDCXSFTVOJY-UHFFFAOYSA-N	Cl[H].Cl[H].FC1=C(Cl)C=C(NC2=NC=NC3=C2C=C(NC(=O)C=C)C(OCCCN2CCOCC2)=C3)C=C1	557.12	C24H27Cl3FN5O3
HMSL10121-101	SB525334		LSM-1121	9967941	125	10121	101	None	None	InChI=1S/C21H21N5/c1-13-6-5-7-16(24-13)19-18(25-20(26-19)21(2,3)4)14-8-9-15-17(12-14)23-11-10-22-15/h5-12H,1-4H3,(H,25,26)	DKPQHFZUICCZHF-UHFFFAOYSA-N	CC(C)(C)C1=NC(C2=CC=CC(C)=N2)=C(N1)C3=CC=C(N=CC=N4)C4=C3	343.18	C21H21N5
HMSL10122-101	NVP-AEW541	AEW541	LSM-1122	46881851	126	10122	101	None	None	InChI=1S/C27H29N5O/c28-26-25-24(21-7-9-23(10-8-21)33-17-19-5-2-1-3-6-19)16-32(27(25)30-18-29-26)22-13-20(14-22)15-31-11-4-12-31/h1-3,5-10,16,18,20,22H,4,11-15,17H2,(H2,28,29,30)/t20-,22-	MJEHBQIPZHTMNZ-AQYVVDRMSA-N	NC1=C2C(N(C=C2C3=CC=C(C=C3)OCC4=CC=CC=C4)[C@H]5C[C@@H](C5)CN6CCC6)=NC=N1	439.24	C27H29N5O
HMSL10123-101	SGX523		LSM-1123	24779724	127	10123	101	None	None	InChI=1S/C18H13N7S/c1-24-11-13(10-20-24)16-6-7-17-21-22-18(25(17)23-16)26-14-4-5-15-12(9-14)3-2-8-19-15/h2-11H,1H3	BCZUAADEACICHN-UHFFFAOYSA-N	CN1N=CC(C2=NN3C(C=C2)=NN=C3SC4=CC5=CC=CN=C5C=C4)=C1	359.10	C18H13N7S
HMSL10124-101	MGCD265		LSM-1124	24901704	128	10124	101	None	None	InChI=1S/C26H20FN5O2S2/c1-32-14-20(29-15-32)23-13-19-25(36-23)22(9-10-28-19)34-21-8-7-17(12-18(21)27)30-26(35)31-24(33)11-16-5-3-2-4-6-16/h2-10,12-15H,11H2,1H3,(H2,30,31,33,35)	UFICVEHDQUKCEA-UHFFFAOYSA-N	O=C(NC(NC1=CC=C(OC2=C3C(C=C(C4=CN(C)C=N4)S3)=NC=C2)C(F)=C1)=S)CC5=CC=CC=C5	517.10	C26H20FN5O2S2
HMSL10125-101	PHA-665752		LSM-1125	None	129	10125	101	450786	None	InChI=1S/C32H34Cl2N4O4S/c1-19-29(35-20(2)30(19)32(40)38-14-6-7-21(38)17-37-12-3-4-13-37)16-24-23-15-22(10-11-28(23)36-31(24)39)43(41,42)18-25-26(33)8-5-9-27(25)34/h5,8-11,15-16,21,35H,3-4,6-7,12-14,17-18H2,1-2H3,(H,36,39)/b24-16-/t21-/m1/s1	OYONTEXKYJZFHA-SSHUPFPWSA-N	O=C1NC2=C(C=C(S(=O)(CC3=C(Cl)C=CC=C3Cl)=O)C=C2)/C1=C/C4=C(C)C(C(N5[C@@H](CN6CCCC6)CCC5)=O)=C(C)N4	640.17	C32H34Cl2N4O4S
HMSL10126-101	PI103		LSM-1126	9884685	130	10126	101	None	None	InChI=1S/C19H16N4O3/c24-13-4-1-3-12(11-13)17-21-15-14-5-2-6-20-19(14)26-16(15)18(22-17)23-7-9-25-10-8-23/h1-6,11,24H,7-10H2	TUVCWJQQGGETHL-UHFFFAOYSA-N	OC1=CC=CC(C2=NC(N3CCOCC3)=C(OC4=NC=CC=C45)C5=N2)=C1	348.12	C19H16N4O3
HMSL10126-102	PI103		LSM-1126	None	131	10126	102	538346	None	InChI=1S/C19H16N4O3.ClH/c24-13-4-1-3-12(11-13)17-21-15-14-5-2-6-20-19(14)26-16(15)18(22-17)23-7-9-25-10-8-23;/h1-6,11,24H,7-10H2;1H	XSQMYBFFYPTMFE-UHFFFAOYSA-N	C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O.Cl	384.10	C19H17ClN4O3
HMSL10127-101	TKI_258	TKI258;Dovitinib	LSM-1127	49830557	132	10127	101	None	None	InChI=1S/C21H21FN6O/c1-27-7-9-28(10-8-27)12-5-6-14-16(11-12)25-20(24-14)18-19(23)17-13(22)3-2-4-15(17)26-21(18)29/h2-6,11H,7-10H2,1H3,(H,24,25)(H3,23,26,29)	PIQCTGMSNWUMAF-UHFFFAOYSA-N	O=C1NC2=C(C(F)=CC=C2)C(N)=C1C3=NC4=CC=C(N5CCN(C)CC5)C=C4N3	392.18	C21H21FN6O
HMSL10128-101	GSK 690693		LSM-1128	16048642	133	10128	101	None	None	InChI=1S/C21H27N7O3/c1-4-28-18-15(30-12-13-6-5-9-23-10-13)11-24-14(7-8-21(2,3)29)16(18)25-20(28)17-19(22)27-31-26-17/h11,13,23,29H,4-6,9-10,12H2,1-3H3,(H2,22,27)	KGPGFQWBCSZGEL-UHFFFAOYSA-N	CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N	425.22	C21H27N7O3
HMSL10129-101	PCI-32765		LSM-1129	16126651	134	10129	101	None	None	InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)	XYFPWWZEPKGCCK-UHFFFAOYSA-N	C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N	440.20	C25H24N6O2
HMSL10130-101	Masitinib	AB1010	LSM-1130	10074640	135	10130	101	None	None	InChI=1S/C28H30N6OS/c1-20-5-10-24(16-25(20)31-28-32-26(19-36-28)23-4-3-11-29-17-23)30-27(35)22-8-6-21(7-9-22)18-34-14-12-33(2)13-15-34/h3-11,16-17,19H,12-15,18H2,1-2H3,(H,30,35)(H,31,32)	WJEOLQLKVOPQFV-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5	498.22	C28H30N6OS
HMSL10131-101	Tivantinib	ARQ197	LSM-1131	11494412	136	10131	101	None	None	InChI=1S/C23H19N3O2/c27-22-19(16-11-24-18-9-2-1-7-14(16)18)20(23(28)25-22)17-12-26-10-4-6-13-5-3-8-15(17)21(13)26/h1-3,5,7-9,11-12,19-20,24H,4,6,10H2,(H,25,27,28)/t19-,20-/m0/s1	UCEQXRCJXIVODC-PMACEKPBSA-N	O=C(NC1=O)[C@]([H])([C@]1([H])C2=CNC3=C2C=CC=C3)C4=CN5C6=C(C=CC=C64)CCC5	369.15	C23H19N3O2
HMSL10132-101	BMS-387032	SNS-032	LSM-1132	3025986	137	10132	101	None	None	InChI=1S/C17H24N4O2S2/c1-17(2,3)12-8-19-13(23-12)10-24-14-9-20-16(25-14)21-15(22)11-4-6-18-7-5-11/h8-9,11,18H,4-7,10H2,1-3H3,(H,20,21,22)	OUSFTKFNBAZUKL-UHFFFAOYSA-N	CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3	380.13	C17H24N4O2S2
HMSL10133-101	BIBW-2992	Afatinib	LSM-1133	53445376	138	10133	101	None	None	InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)	ULXXDDBFHOBEHA-UHFFFAOYSA-N	CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4	485.16	C24H25ClFN5O3
HMSL10134-101	GSK1904529A		LSM-1134	25124816	139	10134	101	466397	None	InChI=1S/C44H47F2N9O5S/c1-5-28-26-35(38(60-3)27-36(28)53-19-15-30(16-20-53)52-21-23-54(24-22-52)61(4,57)58)49-44-47-17-14-34(48-44)42-40(50-39-11-6-7-18-55(39)42)29-12-13-37(59-2)31(25-29)43(56)51-41-32(45)9-8-10-33(41)46/h6-14,17-18,25-27,30H,5,15-16,19-24H2,1-4H3,(H,51,56)(H,47,48,49)	MOSKATHMXWSZTQ-UHFFFAOYSA-N	CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F	851.34	C44H47F2N9O5S
HMSL10135-101	OSI 906		LSM-1135	11640390	140	10135	101	1091644	None	InChI=1S/C26H23N5O/c1-26(32)14-19(15-26)25-30-22(23-24(27)28-11-12-31(23)25)18-8-7-17-9-10-20(29-21(17)13-18)16-5-3-2-4-6-16/h2-13,19,32H,14-15H2,1H3,(H2,27,28)	PKCDDUHJAFVJJB-UHFFFAOYSA-N	CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O	421.19	C26H23N5O
HMSL10136-101	TPCA-1		LSM-1136	9903786	141	10136	101	None	None	InChI=1S/C12H10FN3O2S/c13-7-3-1-6(2-4-7)9-5-8(10(14)17)11(19-9)16-12(15)18/h1-5H,(H2,14,17)(H3,15,16,18)	SAYGKHKXGCPTLX-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F	279.05	C12H10FN3O2S
HMSL10137-101	BMS509744	BMS-509744	LSM-1137	11467730	142	10137	101	None	None	InChI=1S/C32H41N5O4S2/c1-20-16-26(41-7)25(30(40)37-14-12-36(13-15-37)22(3)38)17-27(20)42-28-19-34-31(43-28)35-29(39)24-10-8-23(9-11-24)18-33-21(2)32(4,5)6/h8-11,16-17,19,21,33H,12-15,18H2,1-7H3,(H,34,35,39)	ZHXNIYGJAOPMSO-UHFFFAOYSA-N	O=C(NC1=NC=C(SC2=CC(C(N3CCN(C(C)=O)CC3)=O)=C(OC)C=C2C)S1)C4=CC=C(CNC(C(C)(C)C)C)C=C4	623.26	C32H41N5O4S2
HMSL10138-101	INCB018424	Ruxolitinib	LSM-1138	17754772	143	10138	101	None	None	InChI=1S/C17H18N6/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16/h6,8-12,15H,1-5H2,(H,19,20,21)	HFNKQEVNSGCOJV-UHFFFAOYSA-N	C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3	306.16	C17H18N6
HMSL10138-105	INCB018424	Ruxolitinib	LSM-1139	25126798	144	10138	105	None	None	InChI=1S/C17H18N6.H3O4P/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16;1-5(2,3)4/h6,8-12,15H,1-5H2,(H,19,20,21);(H3,1,2,3,4)/t15-;/m1./s1	JFMWPOCYMYGEDM-XFULWGLBSA-N	OP(O)(O)=O.N#CC[C@@H](N1C=C(C2=C3C=CNC3=NC=N2)C=N1)C4CCCC4	404.14	C17H21N6O4P
